Date,Region,Channel,PoliciesSold,TotalPremium,TotalClaims,CustomerSatisfaction,CommissionRate,PolicyDurationMonths,AvgCustomerAge,ClaimFrequency,ClaimSeverity,RenewalRate,OperatingCost,Profit,LossRatio,ClaimsPerPolicy
01/03/2024,West,Online,543,163909,64512,7.34,6.26,12,62,0.483,911.06,0.73,14487,84910,0.394,262.27
01/07/2024,East,Partner,611,63026,77811,8.13,5.61,12,36,0.471,204.65,0.61,10263,-25048,1.235,287.78
01/08/2024,North,Partner,546,288697,123565,8.91,5.58,24,49,0.123,850.77,0.85,13626,151506,0.428,67.16
01/04/2024,West,Branch,173,135184,34691,7.45,4.77,12,47,0.056,480.31,0.61,10570,89923,0.257,9.69
01/02/2024,North,Online,636,55435,125156,7.3,6.15,6,58,0.247,774.7,0.65,19939,-89660,2.258,157.09
01/12/2024,East,Branch,200,189565,54262,7.23,7.4,6,56,0.378,497.12,0.74,16996,118307,0.286,75.6
01/10/2024,West,Online,275,253299,74892,6.66,4.2,24,48,0.49,685,0.85,15805,162602,0.296,134.75
01/03/2024,South,Branch,526,109321,45595,8.85,7.56,24,66,0.403,717.43,0.83,14107,49619,0.417,211.98
01/01/2024,South,Partner,216,183835,77207,7.29,6.66,12,49,0.311,523.99,0.61,15467,91161,0.42,67.18
01/08/2024,West,Online,265,70389,148590,7.19,6.47,12,27,0.062,610.23,0.83,9640,-87841,2.111,16.43
01/03/2024,West,Partner,140,81498,135589,8.53,6.5,6,49,0.421,781.05,0.78,10333,-64424,1.664,58.94
01/12/2024,North,Partner,528,113755,53440,7.99,5.19,6,52,0.13,581.04,0.9,13839,46476,0.47,68.64
01/10/2024,West,Branch,443,151545,28630,7.47,5.66,12,36,0.075,211.18,0.87,7295,115620,0.189,33.22
01/07/2024,North,Online,523,85825,51250,8.81,7.2,6,50,0.433,210.32,0.71,17270,17305,0.597,226.46
01/10/2024,East,Partner,465,66934,114334,7.43,5.23,12,68,0.305,729.05,0.8,6431,-53831,1.708,141.82
01/05/2024,North,Branch,219,55574,149228,5.82,5.88,12,32,0.108,877.79,0.73,10172,-103826,2.685,23.65
01/10/2024,West,Online,708,180698,128572,9.33,4.08,12,29,0.224,828.22,0.74,18887,33239,0.712,158.59
01/05/2024,West,Online,756,219251,118748,7.17,6.93,12,35,0.088,448.32,0.54,7361,93142,0.542,66.53
01/07/2024,East,Partner,328,182659,127461,7.28,5.67,12,66,0.337,576.9,0.5,12541,42657,0.698,110.54
01/09/2024,West,Online,229,92782,97518,7.29,6.1,12,59,0.177,387.33,0.52,17324,-22060,1.051,40.53
01/12/2024,West,Partner,451,285296,94191,8.06,4.46,6,51,0.44,991.32,0.89,5723,185382,0.33,198.44
01/05/2024,South,Online,417,235484,84791,7.73,7.97,12,65,0.211,408.41,0.55,6547,144146,0.36,87.99
01/01/2024,South,Branch,748,110561,104118,8.99,5.21,6,68,0.273,533.01,0.52,14171,-7728,0.942,204.2
01/10/2024,East,Partner,436,258296,120591,9.65,6.54,6,62,0.079,744.9,0.62,13275,124430,0.467,34.44
01/10/2024,North,Partner,372,185481,83753,7.32,6.32,12,43,0.174,900.81,0.74,18405,83323,0.452,64.73
01/01/2024,South,Online,216,177159,130261,7.06,7.14,24,56,0.355,241.18,0.88,16678,30220,0.735,76.68
01/02/2024,North,Online,467,252391,80520,7.48,5.18,6,52,0.381,440.82,0.78,6365,165506,0.319,177.93
01/06/2024,West,Partner,193,280088,24008,8.44,7.02,6,60,0.159,655.19,0.61,18006,238074,0.086,30.69
01/09/2024,South,Online,267,76751,64464,7.88,5.53,6,42,0.277,694.65,0.88,13741,-1454,0.84,73.96
01/08/2024,East,Branch,440,88174,127408,7.5,5.64,12,34,0.418,256.02,0.51,16684,-55918,1.445,183.92
01/05/2024,East,Online,760,172678,20496,6.7,6.69,12,56,0.221,731.26,0.89,18659,133523,0.119,167.96
01/01/2024,East,Branch,794,106572,119767,5.79,7.14,6,42,0.11,622.45,0.52,15954,-29149,1.124,87.34
01/07/2024,South,Branch,251,111416,148747,7,6.67,24,36,0.244,862.1,0.8,8853,-46184,1.335,61.24
01/05/2024,North,Branch,685,193113,43212,9.26,7.6,12,32,0.32,377.75,0.52,9682,140219,0.224,219.2
01/06/2024,West,Branch,373,204299,40637,8.44,5.14,12,57,0.053,356.02,0.87,16391,147271,0.199,19.77
01/07/2024,North,Branch,653,85201,65227,7.81,7.6,12,62,0.207,834.67,0.54,10960,9014,0.766,135.17
01/03/2024,North,Online,595,86069,102413,8.73,4.52,12,38,0.323,763.1,0.52,13343,-29687,1.19,192.18
01/12/2024,West,Branch,200,263262,139753,6.71,6.64,12,26,0.478,833.34,0.86,12689,110820,0.531,95.6
01/10/2024,West,Online,656,76370,140118,8.06,6.19,12,33,0.234,825.55,0.54,10157,-73905,1.835,153.5
01/03/2024,South,Branch,181,276090,103346,6.21,5.98,6,68,0.123,283.2,0.82,8498,164246,0.374,22.26
01/05/2024,South,Partner,628,175342,29884,8.35,5.24,12,29,0.29,422.87,0.8,15404,130054,0.17,182.12
01/06/2024,South,Branch,172,192658,136481,8.26,6.01,12,58,0.179,408.07,0.74,7985,48192,0.708,30.79
01/09/2024,South,Partner,113,231303,88259,8.28,4.65,12,43,0.147,947.67,0.65,17286,125758,0.382,16.61
01/12/2024,South,Branch,532,175758,69810,9.17,5.48,12,31,0.316,589.97,0.87,6567,99381,0.397,168.11
01/05/2024,West,Branch,256,186394,149926,8.78,4.39,6,63,0.462,288.85,0.85,13403,23065,0.804,118.27
01/01/2024,North,Branch,231,115294,24761,6.79,6.29,24,66,0.426,431.66,0.67,11669,78864,0.215,98.41
01/04/2024,South,Partner,437,129468,93166,9.18,4.38,6,41,0.132,897.52,0.59,18029,18273,0.72,57.68
01/05/2024,South,Partner,503,210371,147342,7.79,4.64,24,50,0.395,877.65,0.61,15371,47658,0.7,198.68
01/12/2024,North,Branch,475,140715,36375,6.03,4.34,12,51,0.153,920.27,0.59,16415,87925,0.259,72.68
01/10/2024,South,Online,658,120793,127045,7.89,5.53,24,67,0.181,510.82,0.72,9191,-15443,1.052,119.1
01/10/2024,North,Branch,206,227573,45218,8.65,7.37,12,52,0.464,713.07,0.85,14718,167637,0.199,95.58
01/05/2024,North,Partner,719,238206,50565,6.99,7.63,24,44,0.46,422.54,0.81,12156,175485,0.212,330.74
01/07/2024,West,Branch,364,161672,122654,9.33,4.29,12,30,0.126,344.66,0.82,13713,25305,0.759,45.86
01/04/2024,East,Partner,304,190849,52975,7.08,6.54,12,32,0.079,217.52,0.68,11517,126357,0.278,24.02
01/01/2024,West,Partner,178,192321,47073,7.52,6.74,6,56,0.182,378.75,0.63,17138,128110,0.245,32.4
01/05/2024,East,Partner,254,170902,89726,7.34,6.14,12,43,0.312,683.5,0.8,10135,71041,0.525,79.25
01/07/2024,East,Branch,346,71390,21883,6.29,6.67,12,56,0.445,923.37,0.82,14894,34613,0.307,153.97
01/10/2024,East,Partner,630,70369,88422,7.01,4.93,12,43,0.103,306.74,0.78,11751,-29804,1.257,64.89
01/10/2024,South,Partner,637,193953,69629,7.29,5.96,12,48,0.237,934.41,0.51,13209,111115,0.359,150.97
01/06/2024,West,Branch,253,59587,84170,7.87,5.56,6,48,0.172,476.31,0.74,16672,-41255,1.413,43.52
01/05/2024,East,Partner,253,274872,94489,5,4.36,12,41,0.057,541.46,0.64,12174,168209,0.344,14.42
01/04/2024,North,Branch,785,255399,28381,8.72,6.5,12,42,0.405,491.98,0.58,6719,220299,0.111,317.92
01/02/2024,South,Partner,191,157009,43238,8.71,5.98,6,36,0.416,526.89,0.78,13061,100710,0.275,79.46
01/04/2024,West,Online,532,268983,33795,9.18,5.1,24,65,0.15,407.35,0.61,16508,218680,0.126,79.8
01/10/2024,East,Online,437,269219,115964,6.51,5.89,24,47,0.118,758.88,0.87,9014,144241,0.431,51.57
01/10/2024,North,Partner,579,288634,82999,7.71,7.1,24,42,0.115,806.55,0.62,18265,187370,0.288,66.59
01/03/2024,West,Online,792,188905,69907,8.94,7.21,24,40,0.259,858.49,0.72,5878,113120,0.37,205.13
01/10/2024,West,Branch,230,298646,29638,9.03,6.6,6,40,0.161,473.03,0.83,13785,255223,0.099,37.03
01/01/2024,South,Online,549,97013,90467,9.48,5.87,24,60,0.28,811.7,0.66,17930,-11384,0.933,153.72
01/08/2024,West,Partner,372,167341,62623,8.1,6.3,12,47,0.223,710.14,0.83,11272,93446,0.374,82.96
01/05/2024,South,Partner,687,177785,58492,7.94,5.54,6,46,0.145,966.33,0.79,18088,101205,0.329,99.62
01/04/2024,East,Branch,276,244692,46411,6.44,4.51,24,63,0.388,539.83,0.87,17742,180539,0.19,107.09
01/08/2024,South,Partner,795,196826,130724,9.06,5.54,12,57,0.118,993.85,0.63,6609,59493,0.664,93.81
01/07/2024,North,Branch,742,157584,40534,7.54,6.12,12,48,0.41,792.32,0.54,14067,102983,0.257,304.22
01/02/2024,South,Online,148,128113,122364,8.03,6.4,6,44,0.303,821.02,0.67,11714,-5965,0.955,44.84
01/01/2024,North,Online,666,277703,49181,7.97,7.74,12,57,0.424,220.56,0.81,18383,210139,0.177,282.38
01/12/2024,South,Branch,765,136784,123069,5.61,7.11,12,55,0.052,597.92,0.68,10109,3606,0.9,39.78
01/11/2024,West,Branch,454,85282,39996,7.19,4.61,12,64,0.387,622.67,0.6,16423,28863,0.469,175.7
01/04/2024,East,Partner,407,217809,92089,8.45,4.7,6,32,0.073,232.48,0.51,18398,107322,0.423,29.71
01/08/2024,North,Online,729,299044,125682,7.95,4.4,12,34,0.478,449.7,0.63,7448,165914,0.42,348.46
01/12/2024,South,Branch,145,278499,103609,8.46,6.95,12,25,0.366,964.52,0.79,17749,157141,0.372,53.07
01/02/2024,South,Online,401,74124,136004,8.78,6.82,12,45,0.194,540.89,0.56,7136,-69016,1.835,77.79
01/03/2024,South,Branch,507,120102,92666,7.18,7.95,24,49,0.194,349.36,0.64,11966,15470,0.772,98.36
01/12/2024,West,Online,288,183268,49405,7.48,6.09,12,56,0.438,610.67,0.51,7053,126810,0.27,126.14
01/01/2024,West,Partner,228,111527,121490,7.86,7.31,24,34,0.456,227.01,0.79,12763,-22726,1.089,103.97
01/01/2024,North,Online,660,180371,146900,8.77,6.31,6,33,0.451,612.79,0.85,18232,15239,0.814,297.66
01/03/2024,North,Online,636,180942,91325,7.77,7.5,12,44,0.414,675.41,0.73,5083,84534,0.505,263.3
01/11/2024,West,Online,365,146651,48930,6.22,6.88,6,44,0.419,486.16,0.51,14631,83090,0.334,152.94
01/05/2024,North,Online,217,296549,134426,7.8,6.57,12,64,0.308,810.06,0.59,7668,154455,0.453,66.84
01/12/2024,East,Online,563,135395,37529,8.73,6.26,6,31,0.063,308.57,0.68,10231,87635,0.277,35.47
01/03/2024,East,Partner,243,61345,73546,9.36,6.89,12,35,0.089,902.55,0.74,15411,-27612,1.199,21.63
01/01/2024,West,Branch,541,174544,27942,8.28,5.68,12,45,0.342,964.36,0.7,13890,132712,0.16,185.02
01/01/2024,North,Online,299,84077,27548,6.51,4.39,12,62,0.231,200.99,0.87,6820,49709,0.328,69.07
01/08/2024,South,Partner,256,180429,135248,7.59,4.16,12,43,0.305,874.18,0.88,19608,25573,0.75,78.08
01/10/2024,East,Online,586,247472,38296,8.48,5.92,24,39,0.154,604.88,0.54,17817,191359,0.155,90.24
01/11/2024,West,Online,233,62055,71016,8.87,6.4,12,30,0.342,569.12,0.56,9414,-18375,1.144,79.69
01/12/2024,North,Branch,247,153693,117780,8.51,4.32,12,34,0.159,390.94,0.64,12249,23664,0.766,39.27
01/12/2024,West,Online,435,135283,20296,7.75,5.15,12,40,0.257,557.86,0.67,14290,100697,0.15,111.8
01/02/2024,South,Partner,170,94484,87945,8.86,5.29,12,69,0.265,960.34,0.73,11572,-5033,0.931,45.05
01/03/2024,East,Partner,332,127514,79980,7.36,6.25,24,35,0.13,368.63,0.81,12627,34907,0.627,43.16
01/02/2024,West,Branch,433,140135,76782,8.18,5.11,24,59,0.444,343.23,0.55,7894,55459,0.548,192.25
01/03/2024,West,Online,765,85771,54229,8.75,4.38,12,32,0.287,393.52,0.82,8417,23125,0.632,219.55
01/07/2024,West,Partner,189,293550,116382,8.58,4.66,12,52,0.44,641.47,0.74,5248,171920,0.396,83.16
01/01/2024,South,Online,433,238726,73444,8.6,4.7,12,27,0.168,944.24,0.89,12810,152472,0.308,72.74
01/10/2024,West,Online,298,227612,55036,8.57,7.37,12,26,0.128,659.11,0.76,17674,154902,0.242,38.14
01/08/2024,South,Online,260,264223,135682,6.95,5.14,12,38,0.058,394.79,0.79,15149,113392,0.514,15.08
01/10/2024,South,Branch,637,287335,149114,8.02,6.86,24,53,0.092,552.36,0.58,6890,131331,0.519,58.6
01/10/2024,South,Online,220,160284,59322,7.09,6.27,12,27,0.116,512.32,0.81,12880,88082,0.37,25.52
01/10/2024,East,Partner,400,167399,134695,7.71,7.91,6,25,0.085,237.26,0.53,17650,15054,0.805,34
01/02/2024,East,Online,674,154885,47167,6.83,5.09,6,39,0.454,608.51,0.76,16559,91159,0.305,306
01/03/2024,West,Partner,535,210449,71667,8.34,4.63,24,44,0.46,300.81,0.52,7115,131667,0.341,246.1
01/09/2024,West,Online,167,276639,114527,6.03,4.21,6,46,0.472,873.8,0.55,11581,150531,0.414,78.82
01/07/2024,East,Partner,558,230645,103337,8.62,4.96,12,58,0.482,639.17,0.54,8063,119245,0.448,268.96
01/04/2024,North,Partner,613,223805,71468,8.02,6.74,12,57,0.271,875.69,0.52,10651,141686,0.319,166.12
01/10/2024,East,Online,497,179344,92894,9.9,4.34,6,33,0.289,964.84,0.63,6806,79644,0.518,143.63
01/05/2024,South,Online,719,192832,73084,7.8,4.98,6,27,0.109,954.55,0.9,12300,107448,0.379,78.37
01/02/2024,East,Partner,385,163226,83138,7.8,7.42,12,26,0.112,280.34,0.64,13487,66601,0.509,43.12
01/11/2024,South,Branch,660,149250,42588,8.68,6.33,6,28,0.398,955.85,0.8,7694,98968,0.285,262.68
01/08/2024,West,Online,239,75762,82901,7.85,4.28,12,40,0.435,836.6,0.55,15183,-22322,1.094,103.96
01/04/2024,North,Branch,655,232058,37671,8.27,4.19,12,57,0.403,822.13,0.68,17131,177256,0.162,263.97
01/09/2024,West,Online,689,215404,145724,8.99,4.24,12,33,0.426,272.1,0.57,19368,50312,0.677,293.51
01/05/2024,South,Online,709,221172,103038,7.73,7.77,12,64,0.174,343.61,0.58,10493,107641,0.466,123.37
01/09/2024,South,Online,381,186016,110664,9.2,7.4,12,62,0.26,980.13,0.54,13223,62129,0.595,99.06
01/04/2024,South,Online,760,98825,51645,6.32,7.38,12,42,0.257,370.7,0.67,9650,37530,0.523,195.32
01/10/2024,North,Branch,677,63877,27637,9.6,7.7,12,40,0.498,335.24,0.53,13126,23114,0.433,337.15
01/05/2024,East,Online,556,211062,20660,6.21,6.02,12,32,0.477,489.88,0.86,17067,173335,0.098,265.21
01/09/2024,West,Partner,186,179065,127211,9.35,4.99,24,47,0.319,930.68,0.68,17592,34262,0.71,59.33
01/08/2024,West,Partner,178,158443,26922,6.13,5.61,12,60,0.112,580.95,0.84,5792,125729,0.17,19.94
01/03/2024,East,Branch,304,149612,113697,9.98,6.88,12,27,0.166,936.47,0.89,18419,17496,0.76,50.46
01/01/2024,West,Online,436,167674,64721,8.16,7.5,12,39,0.214,467.47,0.77,9191,93762,0.386,93.3
01/03/2024,North,Partner,353,165074,77256,7.06,5.74,12,62,0.443,381.22,0.86,6089,81729,0.468,156.38
01/04/2024,West,Branch,403,236355,141025,9.87,6.14,6,57,0.127,596.16,0.55,19856,75474,0.597,51.18
01/02/2024,South,Online,479,184330,137217,6.91,7.73,12,42,0.149,692.38,0.83,13421,33692,0.744,71.37
01/01/2024,East,Partner,229,81629,89506,7.77,4.43,12,47,0.207,513.2,0.61,7780,-15657,1.096,47.4
01/07/2024,North,Partner,695,218651,88943,10,7.45,12,67,0.467,476.82,0.69,17645,112063,0.407,324.56
01/08/2024,East,Branch,375,204030,144338,8.4,4.64,24,27,0.277,374.45,0.76,9497,50195,0.707,103.88
01/07/2024,North,Online,798,220537,47843,5.97,5.94,12,54,0.341,420.01,0.86,5789,166905,0.217,272.12
01/05/2024,South,Online,657,266925,29046,7.73,4.87,12,69,0.224,738.49,0.86,9194,228685,0.109,147.17
01/12/2024,East,Partner,282,65775,109336,7.64,6.41,24,41,0.135,495.9,0.54,17558,-61119,1.662,38.07
01/01/2024,West,Partner,367,257647,83985,8.19,6.23,12,56,0.15,263.81,0.65,14990,158672,0.326,55.05
01/07/2024,North,Partner,421,275705,100083,7.96,5.52,24,31,0.411,310.52,0.82,17172,158450,0.363,173.03
01/07/2024,East,Online,611,215279,123064,8.55,7.45,24,63,0.452,497.9,0.78,9457,82758,0.572,276.17
01/09/2024,West,Branch,711,203625,116925,6.47,6.64,24,38,0.272,939.6,0.51,18475,68225,0.574,193.39
01/03/2024,East,Branch,177,291010,146417,7.45,6.88,6,39,0.211,503.22,0.68,11671,132922,0.503,37.35
01/09/2024,East,Online,438,234704,136585,8.31,4.6,12,68,0.414,248.51,0.83,16432,81687,0.582,181.33
01/01/2024,East,Branch,773,50055,50346,7.24,7.53,12,36,0.353,534.4,0.8,9635,-9926,1.006,272.87
01/01/2024,North,Partner,655,299084,108284,9.1,4.67,12,32,0.068,735.05,0.66,10961,179839,0.362,44.54
01/04/2024,West,Branch,608,138697,143152,7.26,4.89,12,40,0.208,674.88,0.79,11738,-16193,1.032,126.46
01/09/2024,South,Branch,337,213945,131769,8.14,4.51,6,65,0.357,423.04,0.72,17048,65128,0.616,120.31
01/06/2024,North,Branch,233,151505,122391,7.9,5.76,12,58,0.308,750.47,0.87,18120,10994,0.808,71.76
01/11/2024,North,Partner,291,130720,111384,6.99,7.55,12,48,0.49,704.5,0.73,19732,-396,0.852,142.59
01/03/2024,North,Online,455,247277,73526,8.06,5.01,12,53,0.44,337.74,0.66,10155,163596,0.297,200.2
01/01/2024,South,Partner,377,128199,93143,6.69,5.5,12,40,0.077,329.72,0.85,19830,15226,0.727,29.03
01/04/2024,West,Online,117,206390,56787,7.56,7.38,6,29,0.377,637.75,0.52,5313,144290,0.275,44.11
01/12/2024,West,Online,623,83734,53583,8.03,6.47,6,29,0.201,727.55,0.86,11633,18518,0.64,125.22
01/09/2024,West,Online,279,263299,32563,6.57,7.01,12,54,0.357,969.53,0.78,18587,212149,0.124,99.6
01/03/2024,East,Branch,222,199594,66060,8.62,4.86,12,29,0.328,537.54,0.88,5232,128302,0.331,72.82
01/12/2024,East,Branch,345,192728,149537,8.26,6.87,6,67,0.276,811.95,0.6,10735,32456,0.776,95.22
01/09/2024,East,Online,472,196965,141943,8.53,4.91,12,37,0.434,293.22,0.78,16699,38323,0.721,204.85
01/07/2024,South,Online,150,292465,134462,8,7.95,12,59,0.369,911.69,0.82,14221,143782,0.46,55.35
01/12/2024,East,Branch,170,66493,53690,6.85,6.24,12,49,0.45,706.49,0.78,16798,-3995,0.807,76.5
01/04/2024,South,Partner,579,184704,131233,8,6.78,24,38,0.177,703.22,0.58,12849,40622,0.711,102.48
01/03/2024,West,Online,659,145872,114712,8.62,4.47,12,68,0.207,313.95,0.61,7711,23449,0.786,136.41
01/10/2024,East,Partner,118,269720,34925,6.81,5,24,50,0.33,231.67,0.73,17531,217264,0.129,38.94
01/05/2024,East,Branch,183,111779,106787,6.89,4.56,12,42,0.485,761.16,0.68,15480,-10488,0.955,88.76
01/05/2024,North,Online,254,219524,103184,7.75,5.56,12,44,0.217,293.65,0.79,12940,103400,0.47,55.12
01/03/2024,South,Partner,664,194338,40108,7.63,5.14,12,58,0.065,301.58,0.65,17191,137039,0.206,43.16
01/12/2024,West,Partner,718,171187,96515,7.98,6.93,6,31,0.251,350,0.84,15797,58875,0.564,180.22
01/09/2024,North,Partner,456,166603,88258,7.71,4.43,6,34,0.295,278.2,0.67,8344,70001,0.53,134.52
01/04/2024,North,Branch,746,111607,25355,8.16,7.01,6,39,0.41,700.31,0.52,7122,79130,0.227,305.86
01/11/2024,West,Branch,542,66940,66069,9.22,4.18,12,41,0.378,537.6,0.51,15522,-14651,0.987,204.88
01/05/2024,North,Partner,168,205075,114335,8.54,4.81,12,35,0.484,412.88,0.76,8779,81961,0.558,81.31
01/04/2024,South,Partner,622,177880,120854,8.06,7.17,6,58,0.402,552.6,0.72,10654,46372,0.679,250.04
01/05/2024,South,Branch,242,148408,74471,6.89,6.97,12,51,0.184,875.31,0.72,17374,56563,0.502,44.53
01/07/2024,East,Partner,291,84815,52705,7.28,5.91,24,45,0.339,941.66,0.82,14072,18038,0.621,98.65
01/09/2024,North,Partner,486,211941,63909,8.84,4.2,6,55,0.353,589.98,0.65,16169,131863,0.302,171.56
01/07/2024,East,Branch,477,99297,108606,7.53,6.44,12,28,0.499,653.4,0.9,6172,-15481,1.094,238.02
01/05/2024,North,Partner,680,110107,148501,7.03,5.63,6,65,0.112,405.76,0.88,12317,-50711,1.349,76.16
01/10/2024,South,Partner,634,132793,136361,10,5.27,24,41,0.136,610.88,0.51,12744,-16312,1.027,86.22
01/10/2024,South,Partner,792,197754,73739,9.52,6.56,12,44,0.12,798.5,0.86,5159,118856,0.373,95.04
01/07/2024,South,Branch,392,69622,96820,7.88,5.75,24,49,0.315,593.71,0.77,15685,-42883,1.391,123.48
01/10/2024,North,Partner,108,80408,107273,6.92,4.37,12,64,0.111,441.66,0.7,12963,-39828,1.334,11.99
01/05/2024,South,Branch,370,189909,43241,8.72,7.66,24,47,0.345,665.63,0.73,7129,139539,0.228,127.65
01/03/2024,North,Branch,486,245282,47414,7.51,7.11,12,39,0.412,957.32,0.84,8078,189790,0.193,200.23
01/07/2024,East,Online,192,196479,70818,8.89,4.23,12,57,0.245,910.39,0.88,7229,118432,0.36,47.04
01/11/2024,North,Online,628,210381,40895,7.51,6.1,6,43,0.302,815.39,0.72,7917,161569,0.194,189.66
01/11/2024,East,Partner,253,252990,112307,9.65,4.33,12,39,0.461,420.97,0.57,8013,132670,0.444,116.63
01/02/2024,North,Branch,504,143190,82409,7.48,7.35,24,65,0.306,393.25,0.76,14741,46040,0.576,154.22
01/12/2024,East,Online,248,199967,75324,10,6.45,12,29,0.144,870.83,0.53,17765,106878,0.377,35.71
01/09/2024,South,Partner,366,280159,86920,8.2,4.69,12,40,0.204,345.05,0.75,11326,181913,0.31,74.66
01/10/2024,East,Online,521,267984,73555,9.38,4.08,24,69,0.288,684.49,0.82,16577,177852,0.274,150.05
01/10/2024,South,Online,717,50370,138642,7.46,4.13,12,56,0.12,551.14,0.64,6579,-94851,2.752,86.04
01/12/2024,South,Branch,571,164212,85453,6.69,6.03,24,46,0.326,574.39,0.53,19509,59250,0.52,186.15
01/01/2024,East,Branch,646,50486,42689,5.69,6.94,6,67,0.5,563.63,0.78,19349,-11552,0.846,323
01/06/2024,North,Online,730,73762,84356,9.28,4.48,24,56,0.344,919.96,0.64,16563,-27157,1.144,251.12
01/07/2024,North,Online,625,76613,113011,8.07,4.89,6,37,0.218,269.68,0.6,6960,-43358,1.475,136.25
01/08/2024,West,Branch,602,293876,28252,6.75,5.31,12,62,0.199,826.32,0.78,19408,246216,0.096,119.8
01/10/2024,North,Partner,113,53196,50844,9.32,4.87,12,50,0.469,868.01,0.89,12902,-10550,0.956,53
01/09/2024,West,Branch,751,288928,115687,9.16,5.57,12,41,0.442,954.3,0.8,11657,161584,0.4,331.94
01/02/2024,North,Online,463,276009,125542,9.38,6.24,12,29,0.263,562.08,0.7,19033,131434,0.455,121.77
01/11/2024,North,Partner,218,150565,43365,6.66,6.74,12,57,0.209,600.05,0.74,8844,98356,0.288,45.56
01/10/2024,South,Online,337,126349,26026,9.25,7.86,24,51,0.37,969.04,0.56,9697,90626,0.206,124.69
01/02/2024,West,Partner,645,114839,118303,8.38,7.72,24,29,0.192,566.76,0.83,7390,-10854,1.03,123.84
01/05/2024,North,Online,268,222988,48523,9.43,6.28,24,61,0.104,602.84,0.74,6419,168046,0.218,27.87
01/05/2024,West,Partner,621,58572,141297,8.54,6.94,24,31,0.19,465.8,0.89,8917,-91642,2.412,117.99
01/06/2024,South,Partner,733,294384,30482,8.17,7.8,12,42,0.245,225.3,0.89,17027,246875,0.104,179.58
01/03/2024,South,Online,756,209297,132105,9.26,4.33,24,55,0.165,546.44,0.64,19206,57986,0.631,124.74
01/08/2024,West,Partner,615,95853,68888,8.85,4.02,24,30,0.148,724.07,0.9,17620,9345,0.719,91.02
01/01/2024,South,Branch,496,230462,133884,9.08,4.12,12,26,0.053,751.96,0.88,17642,78936,0.581,26.29
01/06/2024,East,Online,205,213347,126968,7.51,6.25,12,37,0.334,205.21,0.76,16822,69557,0.595,68.47
01/04/2024,East,Branch,184,122379,70110,7.83,7.05,24,66,0.327,840.84,0.63,9942,42327,0.573,60.17
01/01/2024,South,Online,313,182177,110644,6.27,5.47,12,35,0.135,593.93,0.8,13354,58179,0.607,42.26
01/07/2024,East,Partner,220,166074,20493,7.44,6.18,12,50,0.475,616.6,0.61,13307,132274,0.123,104.5
01/09/2024,North,Partner,231,240968,76194,8.79,6.07,6,45,0.234,969.39,0.75,12570,152204,0.316,54.05
01/04/2024,West,Partner,296,93209,102001,8.56,4.38,24,26,0.061,427.57,0.51,10198,-18990,1.094,18.06
01/04/2024,North,Online,118,278247,59767,7.02,5.29,24,64,0.149,809.32,0.75,14662,203818,0.215,17.58
01/06/2024,West,Branch,741,223559,49550,9.28,4.08,12,44,0.361,659.82,0.88,11002,163007,0.222,267.5
01/12/2024,South,Branch,111,199123,33833,10,4.44,6,41,0.141,760.64,0.59,16271,149019,0.17,15.65
01/03/2024,North,Online,180,144244,22970,7.1,7.25,12,40,0.074,534.25,0.81,10142,111132,0.159,13.32
01/12/2024,South,Online,429,282067,118315,7.79,7.32,12,66,0.328,423.37,0.62,8852,154900,0.419,140.71
01/06/2024,South,Branch,491,258472,115494,7.38,7.21,12,29,0.283,636.9,0.78,16030,126948,0.447,138.95
01/07/2024,West,Branch,736,150300,142512,7.91,6.91,12,38,0.393,499.95,0.78,5542,2246,0.948,289.25
01/11/2024,West,Branch,406,248033,147424,8.27,7.17,24,48,0.398,378.33,0.57,13605,87004,0.594,161.59
01/10/2024,West,Branch,366,241228,133855,7.3,6.68,12,28,0.482,871.39,0.74,13873,93500,0.555,176.41
01/10/2024,North,Online,546,164682,102681,7.72,6.68,12,48,0.076,580.67,0.84,13833,48168,0.624,41.5
01/03/2024,East,Online,540,107175,121489,8.09,6.67,24,33,0.068,877.85,0.65,8978,-23292,1.134,36.72
01/07/2024,West,Partner,751,187921,69177,8.47,6.06,12,27,0.494,579.23,0.78,6432,112312,0.368,370.99
01/03/2024,West,Branch,101,151551,87342,9.47,5.45,6,33,0.34,645.44,0.77,13860,50349,0.576,34.34
01/02/2024,North,Partner,619,68976,141339,7.99,6.92,12,42,0.372,996.22,0.6,15261,-87624,2.049,230.27
01/12/2024,West,Online,750,180617,91200,7.44,5.19,12,60,0.093,961.2,0.87,12805,76612,0.505,69.75
01/10/2024,North,Online,735,149794,81501,8.7,6.17,24,43,0.081,417.35,0.73,5968,62325,0.544,59.54
01/04/2024,South,Partner,408,296984,48900,8.4,5.73,24,48,0.122,894.92,0.64,10800,237284,0.165,49.78
01/12/2024,West,Branch,621,298347,34126,7.81,5.11,12,28,0.242,512.32,0.57,12845,251376,0.114,150.28
01/08/2024,West,Branch,568,106866,131198,8.49,7.9,6,33,0.1,257,0.69,14372,-38704,1.228,56.8
01/09/2024,South,Branch,311,167752,90690,7.62,5.04,6,57,0.251,660.62,0.79,19665,57397,0.541,78.06
01/07/2024,South,Branch,211,97078,107744,7.47,5.24,12,25,0.303,981.64,0.75,18333,-28999,1.11,63.93
