OrderID,OrderDate,Region,Channel,CustomerID,ProductCategory,UnitsSold,UnitPrice,DiscountPct,GrossSales,NetSales,COGS,Profit,ReturnReason
ORD10243,2024-11-03,North,Store,CUST368,Electronics,6,486.77,0.045,2920.6,2788.04,1644.8,1143.24,
ORD10244,2023-05-21,South,Store,CUST395,Electronics,2,408.08,0.136,816.17,705.11,531.06,174.05,
ORD10245,2023-07-21,North,Store,CUST102,Electronics,3,29.32,0.053,87.95,83.32,46.39,36.92,
ORD10246,2023-11-05,West,Online,CUST478,Clothing,3,255.97,0.353,767.9,496.72,314.62,182.1,Size/Fit
ORD10247,2024-06-14,West,Online,CUST401,Electronics,1,207.48,0.283,207.48,148.82,105.93,42.89,
ORD10248,2023-12-11,East,Store,CUST193,Sports,5,403.03,0.165,2015.15,1682.76,1110.28,572.47,
ORD10249,2024-11-08,East,Online,CUST415,Clothing,2,75.97,0.315,151.95,104.03,60.81,43.22,
ORD10250,2023-05-31,North,Online,CUST191,Clothing,1,252.93,0.289,252.93,179.73,107.83,71.9,
ORD10251,2023-01-07,West,Online,CUST124,Electronics,5,346.13,0.308,1730.65,1196.97,739.03,457.94,
ORD10252,2024-04-05,East,Online,CUST499,Beauty,1,192.58,0.146,192.58,164.46,130.58,33.88,Damaged
ORD10253,2023-04-19,West,Online,CUST402,Sports,1,71.56,0.351,71.56,46.45,30.79,15.66,
ORD10254,2024-12-27,North,Online,CUST227,Beauty,6,497.13,0.367,2982.76,1886.7,1186.6,700.09,Size/Fit
ORD10255,2024-11-06,North,Online,CUST463,Beauty,4,55.13,0.172,220.52,182.63,115.46,67.17,
ORD10256,2024-03-11,West,Store,CUST316,Clothing,6,438.41,0.232,2630.48,2021.42,1518.46,502.96,Other
ORD10257,2024-06-06,North,Online,CUST469,Clothing,2,258.71,0.086,517.43,473.12,318.16,154.96,
ORD10258,2023-03-31,North,Online,CUST281,Electronics,6,181.89,0.344,1091.35,715.44,496.8,218.64,
ORD10259,2023-09-12,East,Store,CUST114,Beauty,3,154.93,0.069,464.79,432.84,326.8,106.04,
ORD10260,2024-04-05,South,Online,CUST204,Sports,3,352.12,0.14,1056.35,908.5,632.74,275.76,
ORD10261,2023-01-29,South,Online,CUST234,Beauty,2,49.16,0.124,98.32,86.12,66.35,19.78,
ORD10262,2023-12-12,East,Partner,CUST377,Sports,2,196.82,0.169,393.64,327.03,201.67,125.36,
ORD10263,2024-07-05,South,Partner,CUST120,Sports,3,64.9,0.03,194.7,188.95,123.59,65.36,
ORD10264,2023-11-05,West,Store,CUST403,Electronics,6,272.72,0.044,1636.29,1564.52,993.04,571.48,
ORD10265,2023-01-06,East,Online,CUST237,Clothing,4,171.89,0.369,687.57,433.53,305.57,127.96,
ORD10266,2023-07-06,West,Store,CUST101,Beauty,2,148.47,0.006,296.95,295.05,181.14,113.9,
ORD10267,2023-12-28,East,Partner,CUST247,Clothing,3,496.52,0.394,1489.57,903.05,614.32,288.72,
ORD10268,2023-01-07,West,Online,CUST238,Electronics,3,270.81,0.26,812.43,600.91,348.93,251.98,
ORD10269,2023-09-21,East,Online,CUST179,Furniture,4,60.01,0.275,240.06,174.1,103.32,70.79,
ORD10270,2024-05-25,East,Partner,CUST448,Clothing,2,136.46,0.087,272.91,249.19,183.22,65.97,
ORD10271,2024-05-17,North,Store,CUST393,Electronics,6,29.28,0.322,175.69,119.18,66.87,52.3,
ORD10272,2023-02-26,South,Store,CUST244,Furniture,4,16.16,0.025,64.64,63.02,47.91,15.1,Other
ORD10273,2023-06-28,South,Store,CUST332,Clothing,3,435.03,0.006,1305.1,1297.51,812.27,485.24,
ORD10274,2024-02-01,West,Store,CUST135,Electronics,1,432.9,0.212,432.9,341.24,231.12,110.13,Late Delivery
ORD10275,2023-10-19,East,Online,CUST490,Furniture,4,486.57,0.352,1946.26,1260.26,948.72,311.55,
ORD10276,2024-09-07,South,Store,CUST443,Electronics,7,263.16,0.078,1842.15,1698.94,1284.63,414.31,
ORD10277,2023-07-03,East,Online,CUST153,Beauty,1,259.5,0.228,259.5,200.31,140.29,60.02,
ORD10278,2023-10-12,East,Online,CUST240,Electronics,7,307.34,0.036,2151.35,2074.85,1284.51,790.34,
ORD10279,2023-10-23,East,Online,CUST354,Beauty,5,268.49,0.114,1342.47,1189.01,886.29,302.71,
ORD10280,2024-11-29,East,Online,CUST258,Clothing,3,371.42,0.069,1114.26,1037.48,821.81,215.67,
ORD10281,2023-05-13,East,Store,CUST463,Clothing,1,235.72,0.384,235.72,145.21,84.51,60.7,
ORD10282,2024-06-26,East,Online,CUST145,Electronics,4,165.14,0.003,660.55,658.67,477.54,181.13,Late Delivery
ORD10283,2023-03-24,North,Online,CUST478,Electronics,2,198.36,0.25,396.72,297.6,192.99,104.6,Other
ORD10284,2024-04-26,East,Online,CUST233,Beauty,3,135.72,0.177,407.16,335.12,193.17,141.94,
ORD10285,2023-03-30,East,Online,CUST406,Furniture,2,81.78,0.021,163.56,160.13,127.97,32.16,
ORD10286,2023-02-28,West,Online,CUST406,Electronics,3,360.66,0.109,1081.98,964.56,654.56,310.01,
ORD10287,2024-02-29,North,Store,CUST118,Furniture,2,259.44,0.312,518.87,357.11,244.86,112.25,
ORD10288,2024-05-03,East,Store,CUST300,Electronics,7,302.54,0.038,2117.79,2037.24,1501.38,535.86,
ORD10289,2023-03-22,North,Store,CUST111,Sports,6,358.17,0.101,2149.01,1932.98,1481.02,451.97,
ORD10290,2023-11-07,West,Store,CUST237,Electronics,2,304.47,0.029,608.94,591.37,418.82,172.55,
ORD10291,2024-06-03,North,Online,CUST403,Beauty,1,396.1,0.236,396.1,302.62,241.29,61.33,
ORD10292,2024-04-30,West,Online,CUST383,Electronics,4,425.8,0.105,1703.19,1524.7,963.13,561.57,
ORD10293,2023-08-07,South,Partner,CUST377,Clothing,4,454.08,0.172,1816.33,1504.13,1199.84,304.29,
ORD10294,2023-12-21,North,Store,CUST375,Clothing,6,105.64,0.388,633.83,388.05,291.14,96.91,
ORD10295,2024-04-18,East,Store,CUST271,Electronics,2,93.82,0.09,187.63,170.68,135.67,35.01,
ORD10296,2024-10-26,South,Partner,CUST187,Clothing,7,47.6,0.17,333.18,276.56,199.38,77.18,
ORD10297,2024-09-21,North,Online,CUST383,Sports,3,136.53,0.25,409.59,307.14,217.84,89.3,
ORD10298,2024-09-02,South,Store,CUST188,Beauty,6,470.25,0.303,2821.48,1966.34,1191.95,774.4,
ORD10299,2023-12-03,West,Store,CUST121,Sports,2,454.96,0.237,909.92,694.04,444.15,249.89,
ORD10300,2024-11-06,West,Online,CUST255,Electronics,2,435.57,0.109,871.14,776.34,620.05,156.29,
ORD10301,2023-02-16,North,Store,CUST378,Beauty,7,398.6,0.133,2790.18,2418.51,1785.53,632.98,
ORD10302,2024-12-28,West,Online,CUST278,Furniture,2,375.6,0.23,751.19,578.1,404.84,173.26,
ORD10303,2023-09-09,East,Store,CUST374,Sports,5,146.09,0.018,730.45,717.3,433.12,284.18,
ORD10304,2023-01-04,East,Store,CUST389,Furniture,1,427.31,0.0,427.31,427.3,319.12,108.18,
ORD10305,2023-06-09,East,Online,CUST205,Electronics,3,79.51,0.322,238.52,161.61,98.43,63.18,
ORD10306,2024-08-30,South,Online,CUST120,Beauty,7,44.96,0.157,314.71,265.38,156.78,108.6,
ORD10307,2024-03-17,West,Online,CUST219,Clothing,2,445.66,0.073,891.31,826.25,540.8,285.44,Size/Fit
ORD10308,2024-08-08,East,Online,CUST458,Beauty,7,263.18,0.288,1842.29,1311.49,888.29,423.2,
ORD10309,2024-04-19,East,Store,CUST341,Electronics,2,425.56,0.272,851.11,619.58,390.0,229.58,
ORD10310,2024-08-31,West,Online,CUST307,Beauty,4,273.71,0.051,1094.86,1038.52,614.76,423.76,Late Delivery
ORD10311,2024-03-16,East,Store,CUST499,Electronics,1,327.21,0.018,327.21,321.22,195.33,125.89,Other
ORD10312,2023-08-28,North,Store,CUST267,Furniture,4,414.06,0.393,1656.24,1005.61,609.76,395.85,
ORD10313,2023-10-15,East,Store,CUST247,Sports,3,134.43,0.284,403.3,288.82,176.95,111.88,
ORD10314,2024-02-10,South,Store,CUST286,Clothing,5,395.24,0.176,1976.2,1627.68,1044.34,583.34,
ORD10315,2023-12-06,West,Online,CUST483,Clothing,2,274.51,0.26,549.01,406.44,235.41,171.03,
ORD10316,2024-06-09,South,Online,CUST341,Electronics,7,338.19,0.305,2367.36,1644.61,1198.55,446.06,
ORD10317,2023-08-23,East,Online,CUST106,Clothing,4,302.44,0.054,1209.75,1144.58,649.87,494.71,
ORD10318,2024-10-10,West,Store,CUST206,Sports,3,305.83,0.206,917.5,728.91,452.2,276.7,
ORD10319,2023-05-23,West,Online,CUST231,Furniture,4,395.53,0.389,1582.13,966.86,676.9,289.96,
ORD10320,2024-04-27,East,Online,CUST191,Furniture,2,297.91,0.019,595.82,584.36,430.48,153.88,
ORD10321,2023-11-23,East,Store,CUST228,Beauty,3,244.55,0.001,733.64,733.25,411.98,321.27,
ORD10322,2023-03-07,South,Store,CUST314,Clothing,4,156.97,0.383,627.88,387.53,223.91,163.61,
ORD10323,2024-06-19,North,Online,CUST484,Electronics,4,483.76,0.33,1935.02,1295.59,969.76,325.83,Late Delivery
ORD10324,2024-06-28,East,Online,CUST337,Clothing,5,361.99,0.005,1809.95,1801.47,998.52,802.95,
ORD10325,2023-06-20,North,Online,CUST260,Electronics,3,403.56,0.056,1210.68,1143.43,635.13,508.3,
ORD10326,2023-03-22,East,Store,CUST180,Sports,1,172.08,0.122,172.08,151.06,107.1,43.97,
ORD10327,2023-08-22,North,Online,CUST256,Electronics,3,497.36,0.379,1492.07,925.84,539.26,386.57,
ORD10328,2023-02-24,West,Store,CUST123,Beauty,2,385.23,0.376,770.46,480.67,275.61,205.06,
ORD10329,2023-06-06,West,Store,CUST451,Electronics,5,76.16,0.25,380.79,285.76,170.88,114.87,
ORD10330,2024-12-18,North,Online,CUST243,Clothing,4,88.71,0.307,354.84,245.75,179.04,66.72,
ORD10331,2023-02-23,North,Online,CUST454,Furniture,6,286.81,0.126,1720.84,1503.91,981.09,522.82,
ORD10332,2023-05-26,North,Online,CUST413,Electronics,5,433.19,0.067,2165.97,2021.43,1387.29,634.14,
ORD10333,2023-10-20,East,Store,CUST394,Furniture,5,48.03,0.057,240.15,226.44,156.43,70.01,
ORD10334,2023-02-26,North,Online,CUST174,Beauty,3,440.81,0.151,1322.42,1122.29,662.04,460.25,
ORD10335,2023-11-02,South,Store,CUST448,Electronics,5,411.82,0.021,2059.1,2015.03,1396.59,618.44,
ORD10336,2024-10-16,North,Online,CUST310,Beauty,5,159.1,0.339,795.52,525.93,389.96,135.97,
ORD10337,2024-03-03,West,Online,CUST431,Furniture,5,102.0,0.091,509.99,463.41,331.59,131.83,
ORD10338,2024-06-20,South,Store,CUST220,Beauty,4,56.82,0.26,227.29,168.28,127.64,40.64,
ORD10339,2023-07-31,East,Partner,CUST218,Electronics,4,374.71,0.129,1498.84,1305.84,866.79,439.06,
ORD10340,2023-03-28,East,Store,CUST418,Clothing,6,396.5,0.012,2379.02,2349.49,1765.94,583.55,
ORD10341,2024-07-09,North,Online,CUST346,Clothing,4,209.37,0.366,837.46,531.06,355.25,175.81,
ORD10342,2023-10-08,West,Online,CUST116,Furniture,6,356.49,0.153,2138.91,1810.96,1122.93,688.03,
ORD10343,2024-12-21,North,Store,CUST451,Clothing,3,328.76,0.306,986.29,684.08,490.56,193.51,
ORD10344,2023-03-18,North,Online,CUST421,Clothing,7,299.46,0.099,2096.21,1888.05,1490.42,397.63,
ORD10345,2024-05-25,South,Online,CUST493,Electronics,1,84.07,0.216,84.07,65.93,40.73,25.2,
ORD10346,2024-04-17,North,Partner,CUST357,Electronics,4,226.26,0.118,905.04,798.36,589.8,208.56,
ORD10347,2023-11-17,North,Store,CUST261,Electronics,5,315.9,0.271,1579.49,1151.43,902.37,249.06,
ORD10348,2024-08-07,North,Store,CUST441,Furniture,6,110.8,0.201,664.81,531.17,322.46,208.71,Damaged
ORD10349,2024-06-28,East,Online,CUST124,Electronics,4,21.27,0.386,85.09,52.23,37.68,14.55,
ORD10350,2023-05-30,South,Store,CUST104,Clothing,3,38.75,0.281,116.24,83.58,65.19,18.39,
ORD10351,2023-01-23,East,Store,CUST230,Sports,2,110.56,0.003,221.11,220.42,146.43,73.99,
ORD10352,2024-04-27,West,Online,CUST205,Beauty,5,145.6,0.244,727.99,550.33,388.25,162.07,
ORD10353,2023-03-13,North,Partner,CUST396,Electronics,6,103.22,0.353,619.3,400.81,268.24,132.56,Damaged
ORD10354,2023-06-07,South,Store,CUST383,Electronics,2,388.33,0.054,776.65,734.61,443.02,291.59,
ORD10355,2023-08-21,South,Partner,CUST489,Furniture,3,266.92,0.261,800.76,591.84,336.72,255.12,
ORD10356,2023-08-19,East,Online,CUST266,Electronics,5,257.03,0.394,1285.16,778.49,581.38,197.12,Damaged
ORD10357,2023-07-07,South,Store,CUST197,Clothing,5,484.12,0.246,2420.6,1825.92,1088.55,737.37,
ORD10358,2023-05-14,West,Store,CUST412,Furniture,5,58.33,0.036,291.66,281.08,185.7,95.38,
ORD10359,2024-02-28,East,Online,CUST194,Sports,5,125.6,0.042,628.02,601.64,454.8,146.84,Size/Fit
ORD10360,2023-03-29,East,Partner,CUST191,Furniture,5,337.34,0.392,1686.72,1025.8,615.24,410.56,
ORD10361,2023-07-28,South,Store,CUST215,Clothing,6,467.13,0.133,2802.8,2431.01,1448.78,982.23,
ORD10362,2024-08-24,North,Online,CUST210,Beauty,7,19.7,0.344,137.87,90.49,65.18,25.31,
ORD10363,2024-12-07,East,Store,CUST118,Furniture,2,138.58,0.22,277.16,216.25,169.41,46.84,
ORD10364,2023-10-11,South,Online,CUST220,Sports,6,331.25,0.32,1987.53,1351.52,938.79,412.73,Other
ORD10365,2023-12-11,West,Online,CUST270,Beauty,1,239.59,0.295,239.59,168.88,107.35,61.53,
ORD10366,2024-07-04,North,Store,CUST409,Sports,5,443.44,0.105,2217.21,1983.39,1140.23,843.16,
ORD10367,2023-06-25,East,Online,CUST355,Furniture,7,228.94,0.082,1602.56,1471.78,1110.92,360.86,
ORD10368,2023-11-01,East,Online,CUST329,Electronics,3,28.07,0.155,84.22,71.15,49.92,21.23,Late Delivery
ORD10369,2023-12-21,South,Online,CUST282,Electronics,3,205.89,0.129,617.68,537.71,415.28,122.43,
ORD10370,2024-07-10,South,Store,CUST238,Beauty,1,413.36,0.282,413.36,296.69,171.34,125.35,
ORD10371,2024-07-22,South,Store,CUST323,Electronics,3,288.84,0.156,866.52,731.56,514.54,217.02,
ORD10372,2024-09-07,West,Online,CUST356,Furniture,6,136.32,0.173,817.91,676.59,532.81,143.78,
ORD10373,2024-08-02,North,Online,CUST440,Clothing,6,244.33,0.075,1465.99,1356.36,867.7,488.66,Late Delivery
ORD10374,2024-06-15,North,Online,CUST474,Clothing,2,234.16,0.021,468.32,458.26,255.37,202.89,
ORD10375,2023-07-02,East,Online,CUST359,Clothing,5,367.95,0.149,1839.76,1565.81,966.78,599.03,
ORD10376,2024-12-13,East,Store,CUST169,Electronics,1,429.62,0.295,429.62,302.84,232.7,70.14,
ORD10377,2024-07-10,West,Partner,CUST204,Furniture,2,38.01,0.228,76.01,58.67,39.68,19.0,
ORD10378,2023-07-21,South,Online,CUST295,Beauty,2,371.22,0.153,742.44,629.1,409.49,219.61,
ORD10379,2023-10-20,West,Online,CUST176,Sports,7,351.73,0.268,2462.1,1803.42,1029.47,773.95,
ORD10380,2024-04-11,North,Online,CUST168,Sports,4,81.52,0.213,326.08,256.7,145.56,111.13,
ORD10381,2024-10-02,North,Online,CUST359,Furniture,3,40.31,0.181,120.94,99.06,78.97,20.09,
ORD10382,2023-12-01,South,Online,CUST440,Clothing,3,96.95,0.032,290.85,281.54,213.99,67.55,Late Delivery
ORD10383,2023-02-02,South,Online,CUST261,Beauty,1,162.29,0.384,162.29,100.03,65.02,35.01,Late Delivery
ORD10384,2024-12-13,South,Store,CUST124,Beauty,2,338.7,0.037,677.41,652.16,368.66,283.5,
ORD10385,2023-02-08,South,Partner,CUST467,Furniture,4,266.57,0.171,1066.28,883.57,602.42,281.16,
ORD10386,2023-01-19,South,Online,CUST474,Beauty,4,18.67,0.129,74.7,65.08,51.37,13.72,
ORD10387,2023-04-17,West,Store,CUST357,Electronics,5,472.88,0.019,2364.42,2320.22,1533.93,786.29,
ORD10388,2024-11-12,North,Store,CUST327,Electronics,4,491.2,0.093,1964.81,1782.21,1183.36,598.86,Damaged
ORD10389,2023-07-18,West,Store,CUST207,Furniture,4,452.6,0.061,1810.38,1699.38,1331.73,367.65,Late Delivery
ORD10390,2024-07-26,South,Store,CUST387,Clothing,4,256.37,0.392,1025.49,623.83,468.14,155.69,
ORD10391,2023-03-21,East,Store,CUST443,Clothing,2,419.59,0.396,839.18,506.48,344.99,161.49,
ORD10392,2024-06-15,West,Online,CUST374,Sports,1,444.77,0.096,444.77,402.21,279.74,122.47,
ORD10393,2024-11-05,East,Online,CUST140,Electronics,1,415.88,0.288,415.88,296.19,229.57,66.62,
ORD10394,2024-01-29,North,Store,CUST329,Clothing,2,425.85,0.111,851.7,757.26,560.22,197.04,
ORD10395,2023-01-02,East,Store,CUST161,Furniture,1,101.45,0.268,101.45,74.26,48.94,25.31,
ORD10396,2024-07-23,East,Online,CUST411,Sports,4,417.6,0.222,1670.41,1299.55,737.33,562.23,
ORD10397,2023-10-02,North,Online,CUST261,Electronics,7,17.98,0.162,125.83,105.47,72.3,33.18,
ORD10398,2023-05-01,East,Online,CUST116,Clothing,7,411.34,0.077,2879.4,2659.12,2069.0,590.12,
ORD10399,2024-11-20,West,Store,CUST319,Furniture,6,410.95,0.204,2465.68,1963.05,1237.65,725.4,
ORD10400,2024-03-30,North,Partner,CUST350,Clothing,4,227.26,0.304,909.03,632.98,486.99,145.99,
ORD10401,2023-06-11,West,Online,CUST439,Beauty,1,418.84,0.104,418.84,375.23,240.72,134.51,Late Delivery
ORD10402,2023-05-15,South,Online,CUST375,Clothing,5,417.67,0.313,2088.37,1435.7,975.64,460.07,
ORD10403,2024-01-25,West,Online,CUST466,Electronics,4,247.1,0.286,988.42,705.64,562.46,143.19,
ORD10404,2024-11-20,South,Store,CUST479,Electronics,7,72.16,0.182,505.11,413.1,287.89,125.21,
ORD10405,2023-01-15,West,Store,CUST128,Clothing,2,472.59,0.21,945.18,746.29,523.78,222.52,
ORD10406,2023-12-20,West,Store,CUST252,Sports,2,28.32,0.127,56.63,49.43,27.7,21.74,
ORD10407,2023-07-31,East,Partner,CUST430,Sports,1,442.88,0.359,442.88,284.04,182.41,101.64,
ORD10408,2023-12-16,East,Partner,CUST374,Sports,3,187.69,0.355,563.06,363.39,236.48,126.91,
ORD10409,2023-02-15,West,Store,CUST332,Clothing,1,332.28,0.399,332.28,199.76,122.58,77.17,
ORD10410,2024-09-14,West,Store,CUST330,Beauty,7,304.89,0.296,2134.2,1502.17,1114.93,387.24,Size/Fit
ORD10411,2023-07-14,South,Online,CUST236,Electronics,6,487.61,0.04,2925.64,2807.87,1609.77,1198.1,Late Delivery
ORD10412,2023-01-02,East,Store,CUST190,Clothing,3,140.32,0.319,420.95,286.85,199.59,87.26,
ORD10413,2023-02-24,West,Online,CUST225,Clothing,5,25.22,0.162,126.09,105.61,61.15,44.46,
ORD10414,2023-04-11,East,Store,CUST344,Furniture,6,468.56,0.174,2811.35,2322.78,1399.14,923.65,
ORD10415,2023-07-22,West,Store,CUST185,Clothing,1,398.09,0.331,398.09,266.13,152.5,113.64,
ORD10416,2023-11-26,North,Partner,CUST396,Sports,4,165.27,0.303,661.1,460.98,293.82,167.16,
ORD10417,2023-08-22,East,Store,CUST247,Furniture,7,444.22,0.347,3109.53,2031.19,1379.24,651.95,
ORD10418,2023-11-21,East,Store,CUST464,Electronics,4,271.68,0.188,1086.72,881.93,568.54,313.39,
ORD10419,2023-06-22,West,Online,CUST379,Clothing,1,199.95,0.203,199.95,159.31,100.56,58.75,
ORD10420,2023-11-19,West,Store,CUST489,Furniture,3,380.21,0.014,1140.62,1124.43,679.32,445.11,
ORD10421,2024-04-22,North,Store,CUST301,Furniture,5,366.03,0.18,1830.14,1500.78,992.73,508.05,
ORD10422,2023-10-19,East,Online,CUST156,Beauty,5,139.07,0.101,695.35,625.42,393.62,231.8,
ORD10423,2023-01-29,North,Store,CUST430,Clothing,5,457.99,0.174,2289.96,1891.0,1348.31,542.7,
ORD10424,2024-10-31,West,Online,CUST138,Furniture,7,343.26,0.261,2402.8,1775.58,1305.7,469.88,Size/Fit
ORD10425,2023-12-29,South,Partner,CUST289,Electronics,4,471.18,0.259,1884.73,1396.95,992.81,404.15,
ORD10426,2024-05-04,West,Online,CUST169,Beauty,3,16.37,0.126,49.11,42.9,28.12,14.79,
ORD10427,2023-09-06,South,Store,CUST471,Beauty,1,453.46,0.072,453.46,420.59,318.05,102.55,
ORD10428,2023-04-05,North,Store,CUST177,Electronics,3,197.07,0.266,591.21,433.85,341.88,91.97,
ORD10429,2024-01-15,East,Online,CUST184,Clothing,7,278.95,0.009,1952.64,1935.24,1081.51,853.73,
ORD10430,2023-07-12,West,Partner,CUST121,Clothing,1,476.98,0.026,476.98,464.37,314.11,150.26,
ORD10431,2024-02-09,South,Store,CUST144,Beauty,2,278.58,0.1,557.17,501.58,344.58,157.0,
ORD10432,2024-08-17,East,Store,CUST314,Electronics,3,493.16,0.357,1479.48,951.74,599.12,352.61,
ORD10433,2023-08-12,North,Online,CUST471,Clothing,7,480.83,0.208,3365.81,2665.25,1568.58,1096.68,
ORD10434,2024-08-06,East,Store,CUST210,Sports,1,169.63,0.144,169.63,145.23,109.39,35.84,
ORD10435,2024-01-08,North,Online,CUST104,Furniture,4,246.78,0.118,987.11,870.34,484.76,385.58,
ORD10436,2024-12-21,South,Store,CUST497,Beauty,7,81.43,0.262,570.02,420.88,308.96,111.91,Damaged
ORD10437,2024-04-25,East,Partner,CUST447,Beauty,1,487.84,0.338,487.84,322.77,235.42,87.35,
ORD10438,2023-03-28,North,Store,CUST351,Clothing,6,130.22,0.267,781.3,572.53,410.96,161.58,
ORD10439,2023-12-18,South,Online,CUST136,Clothing,3,72.92,0.19,218.75,177.22,124.37,52.85,
ORD10440,2024-03-22,West,Online,CUST427,Beauty,6,20.33,0.376,122.01,76.09,48.45,27.63,
ORD10441,2024-01-23,West,Store,CUST249,Clothing,5,443.24,0.323,2216.21,1499.74,954.08,545.66,
ORD10442,2024-11-07,West,Online,CUST161,Furniture,5,210.81,0.328,1054.03,708.75,457.96,250.79,
ORD10443,2023-02-22,West,Store,CUST357,Clothing,6,385.65,0.173,2313.93,1913.77,1092.3,821.47,
ORD10444,2023-12-26,North,Online,CUST186,Clothing,3,71.39,0.326,214.16,144.29,102.83,41.46,
ORD10445,2023-10-29,South,Partner,CUST162,Clothing,7,287.17,0.018,2010.16,1974.98,1474.85,500.14,Other
ORD10446,2024-05-19,West,Store,CUST230,Clothing,1,266.58,0.339,266.58,176.13,119.91,56.22,
ORD10447,2024-03-08,North,Online,CUST309,Clothing,7,117.94,0.399,825.55,496.16,281.37,214.79,
ORD10448,2023-08-28,North,Online,CUST338,Beauty,1,76.11,0.255,76.11,56.69,44.83,11.86,
ORD10449,2024-09-30,South,Partner,CUST342,Beauty,1,219.43,0.396,219.43,132.53,88.02,44.52,
ORD10450,2023-02-11,West,Store,CUST388,Sports,5,399.27,0.074,1996.33,1848.17,1300.5,547.67,Other
ORD10451,2023-05-03,East,Store,CUST205,Sports,1,300.61,0.152,300.61,254.89,198.07,56.82,
ORD10452,2023-04-30,South,Store,CUST198,Electronics,6,371.58,0.385,2229.48,1370.93,828.31,542.63,
ORD10453,2023-08-28,East,Store,CUST100,Furniture,3,342.74,0.162,1028.22,861.98,667.56,194.42,Damaged
ORD10454,2024-10-26,South,Partner,CUST180,Beauty,5,445.14,0.212,2225.7,1754.56,1210.3,544.26,
ORD10455,2023-02-01,East,Store,CUST167,Sports,4,123.56,0.349,494.23,321.6,216.16,105.44,
ORD10456,2023-02-03,South,Store,CUST265,Clothing,7,60.73,0.16,425.09,356.97,280.29,76.67,
ORD10457,2024-02-20,West,Store,CUST213,Sports,3,426.95,0.021,1280.85,1254.25,999.71,254.54,Late Delivery
ORD10458,2024-05-02,West,Online,CUST331,Furniture,7,435.54,0.017,3048.77,2996.28,1841.65,1154.63,
ORD10459,2023-07-09,East,Store,CUST384,Electronics,4,390.03,0.02,1560.1,1529.63,988.5,541.12,
ORD10460,2024-03-03,East,Online,CUST287,Furniture,5,107.94,0.034,539.72,521.44,344.93,176.5,
ORD10461,2023-12-22,West,Online,CUST306,Clothing,4,264.05,0.316,1056.19,722.47,536.87,185.6,
ORD10462,2024-02-23,East,Online,CUST421,Furniture,2,59.01,0.243,118.01,89.36,53.01,36.35,
ORD10463,2024-08-11,North,Store,CUST159,Beauty,4,486.69,0.196,1946.76,1566.09,970.65,595.44,
ORD10464,2024-11-27,West,Store,CUST175,Clothing,6,392.07,0.114,2352.42,2083.49,1269.21,814.27,
ORD10465,2023-11-16,East,Store,CUST223,Clothing,6,377.87,0.11,2267.25,2017.36,1343.71,673.65,Damaged
ORD10466,2023-10-23,South,Store,CUST115,Electronics,4,212.99,0.211,851.94,672.24,495.04,177.2,
ORD10467,2023-06-12,East,Online,CUST244,Electronics,3,131.21,0.129,393.63,342.77,253.06,89.7,
ORD10468,2024-10-23,South,Online,CUST164,Electronics,5,235.29,0.212,1176.45,926.71,548.57,378.14,
ORD10469,2023-08-23,West,Partner,CUST315,Electronics,7,401.4,0.141,2809.77,2412.98,1641.97,771.01,
ORD10470,2024-08-05,West,Online,CUST174,Electronics,7,399.9,0.031,2799.28,2712.95,1555.12,1157.83,
ORD10471,2024-11-14,South,Online,CUST162,Clothing,6,96.26,0.221,577.56,450.09,308.84,141.25,
ORD10472,2023-04-07,North,Online,CUST314,Sports,4,393.47,0.35,1573.88,1023.79,590.8,432.99,
ORD10473,2024-04-29,West,Store,CUST245,Beauty,4,35.17,0.14,140.69,120.96,73.95,47.01,Late Delivery
ORD10474,2024-08-17,North,Online,CUST322,Electronics,1,442.88,0.33,442.88,296.86,198.18,98.68,
ORD10475,2023-08-19,East,Store,CUST225,Clothing,5,321.83,0.265,1609.16,1182.64,799.22,383.42,Size/Fit
ORD10476,2023-02-01,South,Online,CUST107,Electronics,5,279.12,0.085,1395.61,1276.68,986.57,290.11,
ORD10477,2023-05-15,East,Partner,CUST107,Sports,2,34.79,0.386,69.58,42.75,25.75,17.0,
ORD10478,2023-05-14,South,Store,CUST304,Clothing,2,192.5,0.363,385.0,245.12,182.79,62.33,
ORD10479,2024-12-18,North,Partner,CUST426,Beauty,3,246.29,0.215,738.88,579.78,448.5,131.29,
ORD10480,2024-07-08,North,Online,CUST285,Sports,3,148.96,0.168,446.87,371.69,220.81,150.89,
ORD10481,2024-02-12,North,Store,CUST103,Electronics,7,63.24,0.044,442.7,423.38,326.42,96.97,
ORD10482,2024-02-25,East,Online,CUST414,Electronics,2,491.21,0.002,982.41,980.03,738.98,241.05,
ORD10483,2024-06-21,East,Store,CUST313,Furniture,3,72.53,0.279,217.6,156.92,87.28,69.64,
ORD10484,2024-04-29,East,Online,CUST198,Beauty,3,156.91,0.068,470.74,438.72,308.7,130.02,Late Delivery
ORD10485,2024-06-17,West,Store,CUST120,Electronics,6,426.98,0.158,2561.88,2156.0,1641.16,514.84,
ORD10486,2024-01-16,West,Online,CUST231,Electronics,2,496.6,0.108,993.19,885.57,620.58,264.99,Other
ORD10487,2023-04-21,North,Store,CUST235,Furniture,3,464.45,0.177,1393.36,1146.89,827.42,319.47,Other
