Year,Month,Region,Channel,NewSales,AvgSaleValue,MarketingCost,OperationalCost,CustomerSatisfaction,TotalRevenue,Profit,ROI,CostPerSale
2021,2,South,Online,723,1126.46,26564.03,45541.45,6.7,814430.58,742325.1,2794.47,62.99
2021,2,West,Partner,658,537.45,94436.31,25982.52,7.35,353642.1,233223.27,246.96,39.49
2021,2,East,Online,996,897.16,39359.85,69242.9,9.7,893571.36,784968.61,1994.34,69.52
2021,2,East,Partner,599,1051.15,97971.09,8970.2,8.67,629638.85,522697.56,533.52,14.98
2021,2,West,Partner,803,748.87,58940.84,18785.97,6.83,601342.61,523615.8,888.38,23.39
2021,2,North,Online,364,514.92,79493.68,33984.69,7.2,187430.88,73952.51,93.03,93.36
2021,2,North,Partner,943,832.4,55998.44,35772.78,5.86,784953.2,693181.98,1237.86,37.94
2021,2,North,Online,835,698.13,38406.99,32845.32,8.14,582938.55,511686.24,1332.27,39.34
2021,2,East,Online,321,564.82,98500.67,65587.36,8.89,181307.22,17219.19,17.48,204.32
2021,2,East,Online,491,577.84,36075.52,11658.0,7.61,283719.44,235985.92,654.14,23.74
2021,2,East,Online,992,1197.75,43001.1,23839.4,6.46,1188168.0,1121327.5,2607.67,24.03
2021,2,South,Retail,774,632.77,61237.45,65664.39,8.89,489763.98,362862.14,592.55,84.84
2021,2,North,Partner,760,420.49,20125.28,67764.76,7.48,319572.4,231682.36,1151.2,89.16
2021,2,South,Online,128,1122.43,26940.9,73889.11,8.1,143671.04,42841.03,159.02,577.26
2021,2,West,Online,437,1090.66,81602.05,20770.71,7.9,476618.42,374245.66,458.62,47.53
2021,2,East,Partner,227,413.99,84915.19,55475.61,9.64,93975.73,-46415.07,-54.66,244.39
2021,2,East,Online,948,958.04,74744.93,36000.68,7.92,908221.92,797476.31,1066.93,37.98
2021,2,North,Online,181,1134.54,68705.3,19559.66,8.18,205351.74,117086.78,170.42,108.06
2021,2,East,Retail,515,1057.53,91698.51,69481.09,9.04,544627.95,383448.35,418.16,134.91
2021,2,East,Retail,546,287.45,31211.43,40507.62,8.53,156947.7,85228.65,273.07,74.19
2021,2,South,Partner,261,562.5,59654.11,61878.86,6.64,146812.5,25279.53,42.38,237.08
2021,2,West,Online,444,644.85,16973.53,43886.97,7.16,286313.4,225452.9,1328.26,98.84
2021,2,South,Retail,811,551.65,19209.9,22554.33,8.04,447388.15,405623.92,2111.54,27.81
2021,2,West,Partner,537,627.11,22796.32,72568.08,7.9,336758.07,241393.67,1058.92,135.14
2021,2,West,Online,797,323.45,60543.51,44548.32,9.11,257789.65,152697.82,252.21,55.9
2021,3,North,Partner,841,856.41,64222.23,50503.72,6.52,720240.81,605514.86,942.84,60.05
2021,3,East,Online,817,524.33,27340.88,54346.24,6.91,428377.61,346690.49,1268.03,66.52
2021,3,East,Partner,882,775.36,30473.34,74349.4,8.56,683867.52,579044.78,1900.17,84.3
2021,3,East,Partner,541,1187.34,41226.31,5439.85,6.4,642350.94,595684.78,1444.91,10.06
2021,3,West,Retail,161,507.77,27303.21,13492.34,6.93,81750.97,40955.42,150.0,83.8
2021,3,East,Online,868,262.04,31487.66,69874.62,7.69,227450.72,126088.44,400.44,80.5
2021,3,South,Retail,403,477.07,21995.58,12391.01,6.57,192259.21,157872.62,717.75,30.75
2021,3,East,Online,821,251.15,83965.54,52707.92,7.13,206194.15,69520.69,82.8,64.2
2021,3,West,Retail,715,845.57,15944.98,34885.91,8.8,604582.55,553751.66,3472.89,48.79
2021,3,South,Partner,552,815.42,33949.12,62472.81,7.31,450111.84,353689.91,1041.82,113.18
2021,3,West,Online,892,1008.83,20834.03,23101.23,8.05,899876.36,855941.1,4108.38,25.9
2021,3,West,Online,707,1152.39,63587.33,67708.9,6.58,814739.73,683443.5,1074.81,95.77
2021,3,East,Online,926,917.46,96377.11,44544.14,7.77,849567.96,708646.71,735.29,48.1
2021,3,East,Online,336,1002.4,84289.59,51335.99,7.34,336806.4,201180.82,238.68,152.79
2021,3,East,Online,955,1075.9,61017.26,49442.61,5.54,1027484.5,917024.63,1502.89,51.77
2021,3,North,Partner,834,646.73,57430.69,10902.33,8.28,539372.82,471039.8,820.19,13.07
2021,3,East,Online,484,773.56,67852.59,6852.3,5.87,374403.04,299698.15,441.69,14.16
2021,4,North,Partner,733,749.87,17803.59,67070.77,5.91,549654.71,464780.35,2610.6,91.5
2021,4,West,Partner,955,1026.06,41931.76,24670.57,8.35,979887.3,913284.97,2178.03,25.83
2021,4,South,Partner,628,1066.1,98112.87,25164.62,8.08,669510.8,546233.31,556.74,40.07
2021,4,North,Partner,820,1157.63,86798.55,61619.94,7.48,949256.6,800838.11,922.64,75.15
2021,4,West,Retail,673,333.21,68346.78,55186.56,6.61,224250.33,100716.99,147.36,82.0
2021,4,East,Partner,468,889.31,54191.78,42627.44,5.81,416197.08,319377.86,589.35,91.08
2021,4,North,Partner,160,840.97,31744.11,56965.88,6.15,134555.2,45845.21,144.42,356.04
2021,4,North,Online,487,531.35,85943.16,38735.3,7.99,258767.45,134088.99,156.02,79.54
2021,4,North,Partner,176,601.46,39644.13,52533.75,6.69,105856.96,13679.08,34.5,298.49
2021,4,North,Partner,163,248.69,52212.24,65382.0,8.98,40536.47,-77057.77,-147.59,401.12
2021,4,North,Partner,283,615.44,88940.84,22667.45,6.73,174169.52,62561.23,70.34,80.1
2021,4,South,Online,193,535.37,59551.36,69462.72,5.25,103326.41,-25687.67,-43.14,359.91
2021,4,South,Retail,465,358.74,85101.24,18473.84,8.68,166814.1,63239.02,74.31,39.73
2021,4,West,Partner,280,879.07,48712.85,55797.55,7.24,246139.6,141629.2,290.74,199.28
2021,4,West,Online,325,1196.95,37933.38,76698.5,7.77,389008.75,274376.87,723.31,236.0
2021,4,East,Retail,650,448.54,16306.18,42819.76,6.52,291551.0,232425.06,1425.38,65.88
2021,4,West,Partner,482,305.4,75899.73,7572.34,8.5,147202.8,63730.73,83.97,15.71
2021,4,West,Online,857,273.36,58864.64,20104.93,6.62,234269.52,155299.95,263.83,23.46
2021,4,East,Online,723,1195.73,69976.66,9937.24,8.02,864512.79,784598.89,1121.23,13.74
2021,4,North,Partner,218,1109.43,88515.51,43879.97,6.35,241855.74,109460.26,123.66,201.28
2021,4,South,Partner,753,308.68,94254.67,65931.02,5.87,232436.04,72250.35,76.65,87.56
2021,4,North,Retail,129,745.7,23930.74,57837.02,8.09,96195.3,14427.54,60.29,448.35
2021,4,South,Partner,307,1069.65,18137.71,32270.86,9.11,328382.55,277973.98,1532.57,105.12
2021,4,North,Retail,107,288.13,95307.09,21261.07,8.72,30829.91,-85738.25,-89.96,198.7
2021,4,North,Partner,752,906.6,21098.66,38501.65,7.09,681763.2,622162.89,2948.83,51.2
2021,5,South,Partner,813,420.45,31583.8,58520.55,7.91,341825.85,251721.5,797.0,71.98
2021,5,West,Partner,989,714.1,43011.85,33214.29,8.73,706244.9,630018.76,1464.76,33.58
2021,5,South,Partner,304,459.83,64739.02,36859.56,7.08,139788.32,38189.74,58.99,121.25
2021,5,West,Partner,924,227.85,12439.6,63535.34,6.04,210533.4,134558.46,1081.69,68.76
2021,5,South,Retail,579,212.9,46508.07,58476.07,6.75,123269.1,18284.96,39.32,100.99
2021,5,West,Online,219,587.27,38521.37,60983.91,7.94,128612.13,29106.85,75.56,278.47
2021,5,West,Partner,398,1003.01,92358.86,10455.22,7.39,399197.98,296383.9,320.9,26.27
2021,5,South,Online,159,784.83,69090.64,68861.69,6.98,124787.97,-13164.36,-19.05,433.09
2021,5,East,Retail,824,660.9,10671.68,55782.03,7.26,544581.6,478127.89,4480.34,67.7
2021,5,North,Online,899,253.83,40741.33,58996.97,8.32,228193.17,128454.87,315.29,65.63
2021,5,North,Partner,506,434.75,82460.73,33376.07,5.15,219983.5,104146.7,126.3,65.96
2021,5,West,Partner,285,593.32,18931.39,27670.75,5.77,169096.2,122494.06,647.04,97.09
2021,5,East,Retail,382,348.51,40064.1,33967.73,6.37,133130.82,59098.99,147.51,88.92
2021,5,East,Online,651,931.25,22206.4,26469.43,8.79,606243.75,557567.92,2510.84,40.66
2021,5,East,Retail,465,866.93,81860.82,19717.57,8.47,403122.45,301544.06,368.36,42.4
2021,5,North,Retail,774,800.58,25704.86,20777.91,7.62,619648.92,573166.15,2229.8,26.84
2021,5,South,Retail,506,1122.6,90457.58,14555.61,5.42,568035.6,463022.41,511.87,28.77
2021,6,West,Retail,797,1014.67,93958.09,14036.14,7.27,808691.99,700697.76,745.76,17.61
2021,6,North,Retail,749,250.57,58452.68,77589.84,8.64,187676.93,51634.41,88.34,103.59
2021,6,South,Partner,192,494.07,28359.51,24892.14,8.25,94861.44,41609.79,146.72,129.65
2021,6,West,Retail,153,953.47,22550.52,39046.91,8.7,145880.91,84283.48,373.75,255.21
2021,6,South,Retail,277,305.48,71899.23,70215.59,7.28,84617.96,-57496.86,-79.97,253.49
2021,6,East,Online,902,280.19,26358.72,66347.26,7.58,252731.38,160025.4,607.11,73.56
2021,6,West,Retail,666,402.29,97804.17,13463.04,7.83,267925.14,156657.93,160.18,20.21
2021,6,West,Online,442,345.33,92063.67,79196.0,7.06,152635.86,-18623.81,-20.23,179.18
2021,6,North,Partner,827,763.89,68133.51,43248.88,7.84,631737.03,520354.64,763.73,52.3
2021,6,North,Retail,205,863.03,66757.18,45557.42,8.93,176921.15,64606.55,96.78,222.23
2021,6,South,Partner,231,309.01,35332.96,19364.1,6.83,71381.31,16684.25,47.22,83.83
2021,6,South,Partner,833,531.62,67357.19,8005.18,6.23,442839.46,367477.09,545.56,9.61
2021,6,East,Online,664,942.29,65304.95,29338.0,9.56,625680.56,531037.61,813.17,44.18
2021,6,South,Online,483,320.36,17076.4,26200.05,8.32,154733.88,111457.43,652.7,54.24
2021,6,North,Retail,895,703.35,19104.91,36751.85,8.4,629498.25,573641.49,3002.59,41.06
2021,6,North,Online,907,355.77,31032.14,45790.84,7.76,322683.39,245860.41,792.28,50.49
2021,6,West,Online,386,1147.78,19521.69,55141.0,8.05,443043.08,368380.39,1887.03,142.85
2021,6,South,Online,381,800.95,39083.07,27609.21,6.34,305161.95,238469.67,610.16,72.47
2021,6,North,Partner,463,538.82,70485.36,76168.72,8.2,249473.66,102819.58,145.87,164.51
2021,6,East,Retail,689,241.5,23807.16,27857.07,7.51,166393.5,114729.27,481.91,40.43
2021,7,East,Retail,186,370.94,71480.29,39553.41,7.84,68994.84,-42038.86,-58.81,212.65
2021,7,East,Retail,924,593.1,78971.25,66838.78,5.35,548024.4,402214.37,509.32,72.34
2021,7,West,Partner,346,239.39,30321.06,55520.74,7.11,82828.94,-3012.86,-9.94,160.46
2021,7,North,Online,429,468.17,43948.16,71644.95,7.57,200844.93,85251.82,193.98,167.0
2021,7,South,Partner,310,285.06,30453.49,29264.35,6.42,88368.6,28650.76,94.08,94.4
2021,7,East,Partner,359,244.07,67697.75,46290.9,7.27,87621.13,-26367.52,-38.95,128.94
2021,7,North,Online,754,741.27,57278.64,27762.79,6.68,558917.58,473876.15,827.32,36.82
2021,7,East,Partner,217,276.76,16927.23,63049.63,5.6,60056.92,-19919.94,-117.68,290.55
2021,7,East,Retail,564,339.99,87274.01,25639.27,6.09,191754.36,78841.08,90.34,45.46
2021,7,North,Retail,984,596.0,80331.59,27752.32,7.88,586464.0,478380.09,595.51,28.2
2021,7,West,Partner,862,942.27,78307.91,74879.86,6.8,812236.74,659048.97,841.61,86.87
2021,7,West,Online,283,1131.74,49398.85,57697.22,6.62,320282.42,213186.35,431.56,203.88
2021,7,North,Online,492,512.6,43778.92,37703.52,5.8,252199.2,170716.76,389.95,76.63
2021,7,West,Partner,819,1061.42,48886.06,49007.59,4.79,869302.98,771409.33,1577.97,59.84
2021,7,South,Retail,487,871.01,83182.78,16613.2,6.37,424181.87,324385.89,389.97,34.11
2021,7,West,Partner,580,1161.42,70234.15,52805.35,7.53,673623.6,550584.1,783.93,91.04
2021,7,North,Partner,597,1020.25,29842.34,71111.44,10.0,609089.25,508135.47,1702.73,119.11
2021,7,West,Online,463,1115.0,79913.92,10284.55,7.85,516245.0,426046.53,533.13,22.21
2021,7,South,Partner,649,270.54,25514.77,15163.77,6.75,175580.46,134901.92,528.72,23.36
2021,7,West,Online,825,665.04,55875.35,21092.36,7.59,548658.0,471690.29,844.18,25.57
2021,7,West,Partner,884,381.82,46203.44,18178.64,5.21,337528.88,273146.8,591.18,20.56
2021,7,West,Retail,265,835.32,41563.88,66885.12,5.98,221359.8,112910.8,271.66,252.4
2021,8,North,Retail,672,875.82,40269.11,12303.25,8.58,588551.04,535978.68,1330.99,18.31
2021,8,North,Partner,341,1116.42,79187.24,70079.24,8.3,380699.22,231432.74,292.26,205.51
2021,8,South,Retail,413,1192.58,46965.84,43639.42,9.89,492535.54,401930.28,855.79,105.66
2021,8,West,Partner,867,872.25,68176.66,67068.59,6.15,756240.75,620995.5,910.86,77.36
2021,8,East,Retail,706,875.46,65645.65,44927.02,6.47,618074.76,507502.09,773.09,63.64
2021,8,West,Partner,907,333.18,46492.45,5274.22,7.46,302194.26,250427.59,538.64,5.82
2021,8,South,Retail,354,583.4,46609.64,41783.68,7.52,206523.6,118130.28,253.45,118.03
2021,8,West,Online,450,1024.0,42090.3,50451.04,6.61,460800.0,368258.66,874.93,112.11
2021,8,South,Online,190,797.43,10352.65,41176.72,6.04,151511.7,99982.33,965.77,216.72
2021,8,South,Retail,504,1015.75,28837.55,56451.82,6.34,511938.0,426648.63,1479.49,112.01
2021,9,West,Online,959,1086.18,27546.24,20563.36,7.27,1041646.62,993537.02,3606.8,21.44
2021,9,West,Online,643,1178.35,73077.91,25207.96,5.96,757679.05,659393.18,902.32,39.2
2021,9,East,Online,215,458.59,48551.66,21633.46,6.68,98596.85,28411.73,58.52,100.62
2021,9,North,Online,558,676.84,55371.96,74744.13,8.19,377676.72,247560.63,447.09,133.95
2021,9,South,Partner,902,324.35,88093.19,58167.5,7.36,292563.7,146303.01,166.08,64.49
2021,9,South,Online,952,1014.39,36338.96,65544.62,6.0,965699.28,863815.7,2377.11,68.85
2021,9,North,Online,956,773.87,84375.13,42735.02,5.7,739819.72,612709.57,726.17,44.7
2021,9,North,Retail,924,719.61,19508.53,73175.42,6.59,664919.64,572235.69,2933.26,79.19
2021,9,East,Retail,155,713.71,41909.34,19967.87,7.96,110625.05,48747.84,116.32,128.82
2021,9,North,Partner,265,796.95,22724.52,47441.65,6.75,211191.75,141025.58,620.59,179.03
2021,9,West,Retail,807,432.22,97969.44,73368.27,8.96,348801.54,177463.83,181.14,90.91
2021,9,North,Retail,489,1046.12,40800.3,45016.58,7.88,511552.68,425735.8,1043.46,92.06
2021,9,East,Partner,585,1057.23,85865.09,46301.79,7.76,618479.55,486312.67,566.37,79.15
2021,9,South,Partner,811,862.31,46984.83,38647.44,7.29,699333.41,613701.14,1306.17,47.65
2021,9,North,Partner,610,795.37,43823.91,51005.14,6.82,485175.7,390346.65,890.72,83.61
2021,9,South,Partner,516,924.03,32345.87,55347.83,7.8,476799.48,389105.78,1202.95,107.26
2021,9,West,Partner,921,268.19,68063.51,22521.86,7.94,247002.99,156417.62,229.81,24.45
2021,9,South,Online,248,347.16,14705.12,16889.02,7.52,86095.68,54501.54,370.63,68.1
2021,9,North,Online,291,1011.81,82164.33,45021.27,8.33,294436.71,167251.11,203.56,154.71
2021,9,North,Retail,684,601.88,14529.06,42222.13,7.22,411685.92,354934.73,2442.93,61.73
2021,9,East,Retail,918,949.37,85247.1,70652.24,7.44,871521.66,715622.32,839.47,76.96
2021,9,North,Online,956,1039.1,97310.52,47086.27,8.23,993379.6,848982.81,872.45,49.25
2021,10,North,Partner,463,325.96,36178.92,45359.08,6.36,150919.48,69381.48,191.77,97.97
2021,10,West,Online,673,493.35,35429.52,21924.84,9.39,332024.55,274670.19,775.26,32.58
2021,10,West,Retail,528,912.14,35876.01,48924.08,5.77,481609.92,396809.83,1106.06,92.66
2021,10,South,Retail,998,1195.57,81461.3,58010.27,9.08,1193178.86,1053707.29,1293.51,58.13
2021,10,West,Partner,793,586.71,15874.91,70251.87,6.69,465261.03,379134.25,2388.26,88.59
2021,10,East,Retail,663,461.16,30959.12,39543.69,7.15,305749.08,235246.27,759.86,59.64
2021,10,South,Retail,882,894.95,24108.44,72557.01,7.43,789345.9,692680.45,2873.19,82.26
2021,10,South,Retail,585,287.79,51001.01,28252.55,8.79,168357.15,89103.59,174.71,48.29
2021,10,North,Partner,643,905.04,88618.08,74948.61,8.44,581940.72,418374.03,472.11,116.56
2021,10,West,Online,629,1080.9,99951.46,57714.98,6.83,679886.1,522219.66,522.47,91.76
2021,10,South,Partner,894,926.08,80261.39,54780.08,9.45,827915.52,692874.05,863.27,61.28
2021,10,West,Retail,808,817.19,67979.17,20803.0,7.12,660289.52,571507.35,840.71,25.75
2021,11,West,Online,191,1138.48,17646.97,6356.08,6.0,217449.68,193446.63,1096.2,33.28
2021,11,South,Retail,148,831.38,80515.14,20088.14,7.8,123044.24,22440.96,27.87,135.73
2021,11,North,Retail,906,454.48,57999.12,62075.45,7.44,411758.88,291684.31,502.91,68.52
2021,11,North,Partner,470,744.34,76282.59,23585.93,8.83,349839.8,249971.28,327.69,50.18
2021,11,North,Online,784,389.94,74438.62,57464.59,7.17,305712.96,173809.75,233.49,73.3
2021,11,South,Partner,789,642.03,55533.32,61759.19,8.18,506561.67,389269.16,700.97,78.28
2021,11,South,Retail,499,1139.57,14604.9,60904.83,6.14,568645.43,493135.7,3376.51,122.05
2021,11,North,Online,834,353.78,19632.62,38507.91,7.23,295052.52,236911.99,1206.73,46.17
2021,11,East,Retail,710,941.98,31282.74,33729.41,8.28,668805.8,603793.65,1930.12,47.51
2021,11,West,Partner,725,925.37,66522.74,51737.93,5.28,670893.25,552632.58,830.74,71.36
2021,11,North,Partner,436,247.2,88031.04,48048.14,7.09,107779.2,-28299.98,-32.15,110.2
2021,11,North,Online,813,200.23,74580.52,41149.62,5.12,162786.99,47056.85,63.1,50.61
2021,11,North,Partner,237,1161.55,58569.56,75663.91,8.0,275287.35,141053.88,240.83,319.26
2021,11,South,Retail,171,919.25,43004.97,36183.11,7.82,157191.75,78003.67,181.38,211.6
2021,12,West,Online,411,1044.67,13593.03,28363.42,7.9,429359.37,387402.92,2850.01,69.01
2021,12,East,Partner,845,631.3,50417.07,63719.27,6.53,533448.5,419312.16,831.69,75.41
2021,12,East,Retail,160,1044.21,38397.99,33677.25,9.17,167073.6,94998.36,247.4,210.48
2021,12,East,Partner,151,508.47,18954.52,32550.54,5.92,76778.97,25273.91,133.34,215.57
2021,12,West,Retail,381,873.09,45998.47,37705.29,7.84,332647.29,248943.53,541.2,98.96
2021,12,East,Online,404,871.27,69826.53,59108.69,7.55,351993.08,223057.86,319.45,146.31
2021,12,West,Partner,584,714.46,64292.09,23011.37,8.58,417244.64,329941.18,513.19,39.4
2021,12,South,Partner,994,296.64,25341.63,36518.72,7.14,294860.16,232999.81,919.43,36.74
2021,12,East,Partner,504,651.74,45182.57,29042.57,8.2,328476.96,254251.82,562.72,57.62
2021,12,West,Retail,690,315.15,82012.38,47921.29,7.26,217453.5,87519.83,106.72,69.45
2021,12,North,Online,798,848.77,71851.09,30922.03,7.28,677318.46,574545.34,799.63,38.75
2021,12,South,Retail,980,1028.44,37921.18,39450.95,7.39,1007871.2,930499.07,2453.77,40.26
2021,12,South,Online,610,271.16,42606.41,41142.51,7.4,165407.6,81658.68,191.66,67.45
2021,12,South,Retail,631,204.19,70368.85,8905.43,7.37,128843.89,49569.61,70.44,14.11
2021,12,West,Online,291,281.57,13510.58,42346.14,7.72,81936.87,26080.15,193.04,145.52
2021,12,West,Online,188,1079.75,94667.58,76527.77,8.97,202993.0,31797.65,33.59,407.06
2021,12,West,Online,444,469.16,24735.61,51613.05,7.94,208307.04,131958.38,533.48,116.25
2021,12,North,Retail,328,720.54,27308.42,14532.7,5.01,236337.12,194496.0,712.22,44.31
2021,12,South,Online,204,1019.62,59222.4,58602.67,7.98,208002.48,90177.41,152.27,287.27
2021,12,North,Online,996,996.44,66082.41,5698.27,6.67,992454.24,920673.56,1393.22,5.72
2021,12,West,Partner,172,1117.65,86210.65,59027.99,6.87,192235.8,46997.16,54.51,343.19
2021,12,West,Retail,262,332.27,37458.97,77293.7,7.56,87054.74,-27697.93,-73.94,295.01
2021,12,West,Online,831,675.1,14754.33,55564.02,8.29,561008.1,490689.75,3325.73,66.86
2022,1,North,Online,853,368.2,65276.76,24174.97,7.32,314074.6,224622.87,344.11,28.34
2022,1,North,Partner,697,965.36,60191.98,76159.29,7.34,672855.92,536504.65,891.32,109.27
2022,1,North,Partner,682,440.3,65020.75,57275.98,6.07,300284.6,177987.87,273.74,83.98
2022,1,West,Online,454,1150.53,13093.92,11723.92,7.26,522340.62,497522.78,3799.65,25.82
2022,1,South,Retail,307,1182.52,17330.25,11727.57,5.96,363033.64,333975.82,1927.13,38.2
2022,1,North,Partner,395,754.73,51337.33,28735.16,8.03,298118.35,218045.86,424.73,72.75
2022,1,East,Online,321,870.43,83913.35,5961.62,6.12,279408.03,189533.06,225.87,18.57
2022,1,South,Partner,527,593.56,34266.7,37208.59,8.59,312806.12,241330.83,704.27,70.6
2022,1,North,Retail,147,512.19,92423.29,11253.43,7.46,75291.93,-28384.79,-30.71,76.55
2022,1,West,Partner,336,319.95,99660.2,55003.16,8.33,107503.2,-47160.16,-47.32,163.7
2022,1,South,Partner,346,951.83,64387.4,45326.91,7.89,329333.18,219618.87,341.09,131.0
2022,1,North,Partner,171,1011.95,66701.68,54771.85,8.2,173043.45,51569.92,77.31,320.3
2022,1,North,Online,929,1145.75,47564.46,63797.89,7.74,1064401.75,953039.4,2003.68,68.67
2022,1,North,Partner,162,1153.4,58781.38,41480.38,9.33,186850.8,86589.04,147.31,256.05
2022,1,South,Retail,467,225.35,73836.65,76131.89,9.25,105238.45,-44730.09,-60.58,163.02
2022,1,North,Partner,792,563.26,88833.97,41699.21,8.66,446101.92,315568.74,355.23,52.65
2022,2,North,Retail,776,433.81,21815.92,58230.28,7.99,336636.56,256590.36,1176.16,75.04
2022,2,North,Partner,920,1177.28,72254.81,46452.79,6.66,1083097.6,964390.0,1334.71,50.49
2022,2,North,Online,534,947.08,90202.61,5753.52,6.63,505740.72,409784.59,454.29,10.77
2022,2,West,Retail,284,1128.86,11966.2,21327.48,7.71,320596.24,287302.56,2400.95,75.1
2022,2,West,Retail,845,763.92,40223.47,8924.96,7.02,645512.4,596363.97,1482.63,10.56
2022,2,North,Partner,931,606.59,96298.47,59537.21,7.13,564735.29,408899.61,424.62,63.95
2022,2,West,Retail,454,765.74,54849.97,76638.14,8.78,347645.96,216157.85,394.09,168.81
2022,2,South,Online,450,795.68,66855.02,27102.6,7.61,358056.0,264098.38,395.03,60.23
2022,2,South,Partner,744,1039.15,98423.43,39006.22,7.81,773127.6,635697.95,645.88,52.43
2022,2,North,Online,820,496.61,41975.56,77120.86,6.69,407220.2,288123.78,686.41,94.05
2022,2,South,Partner,903,515.36,14388.97,21145.18,5.99,465370.08,429835.93,2987.26,23.42
2022,2,East,Retail,338,1178.22,34679.16,19521.79,8.12,398238.36,344037.41,992.06,57.76
2022,2,East,Retail,589,1086.17,80262.94,5532.24,5.96,639754.13,553958.95,690.18,9.39
2022,2,East,Online,876,920.16,78591.67,44850.5,7.28,806060.16,682617.99,868.56,51.2
2022,2,South,Online,323,398.63,36948.08,7909.96,5.93,128757.49,83899.45,227.07,24.49
2022,2,South,Online,929,983.39,19013.95,19007.94,7.96,913569.31,875547.42,4604.76,20.46
2022,2,East,Partner,771,502.47,93588.71,31730.36,8.61,387404.37,262085.3,280.04,41.15
2022,2,North,Online,861,1028.71,48041.8,63388.69,7.97,885719.31,774288.82,1611.7,73.62
2022,2,West,Online,986,1182.74,57974.98,71731.17,9.28,1166181.64,1036475.49,1787.8,72.75
2022,2,South,Retail,239,238.96,10638.26,21429.44,7.82,57111.44,25043.74,235.41,89.66
2022,2,North,Online,238,576.87,11261.31,74166.75,7.68,137295.06,51867.0,460.58,311.62
2022,2,South,Online,327,1088.19,59162.28,75327.85,10.0,355838.13,221348.0,374.14,230.36
2022,2,North,Retail,341,542.13,78067.91,69621.87,7.73,184866.33,37176.55,47.62,204.17
2022,2,North,Retail,851,650.35,26861.21,17633.04,6.25,553447.85,508953.6,1894.75,20.72
2022,2,West,Online,816,416.03,54005.58,32990.55,7.2,339480.48,252484.35,467.52,40.43
2022,3,West,Online,725,914.75,40099.83,59008.35,6.68,663193.75,564085.57,1406.7,81.39
2022,3,West,Partner,767,216.2,53250.39,19343.16,7.17,165825.4,93231.85,175.08,25.22
2022,3,North,Online,158,914.72,62184.66,16676.94,7.76,144525.76,65664.16,105.6,105.55
2022,3,West,Retail,958,471.95,33291.32,46596.54,7.64,452128.1,372240.24,1118.13,48.64
2022,3,West,Partner,142,1148.98,88272.63,60460.6,6.15,163155.16,14421.93,16.34,425.78
2022,3,South,Online,243,1074.31,61549.32,73606.2,7.54,261057.33,125901.81,204.55,302.91
2022,3,West,Online,144,609.67,63671.18,73208.27,5.67,87792.48,-49086.97,-77.09,508.39
2022,3,East,Online,889,380.79,93135.83,52860.49,8.9,338522.31,192525.99,206.72,59.46
2022,3,North,Online,117,627.47,55258.8,74638.08,6.85,73413.99,-56482.89,-102.22,637.93
2022,3,East,Retail,284,512.92,22988.08,34610.55,6.83,145669.28,88070.65,383.11,121.87
2022,3,East,Online,486,877.72,29035.61,59714.11,7.53,426571.92,337822.2,1163.48,122.87
2022,3,South,Online,875,210.72,92508.04,51393.89,7.42,184380.0,40478.07,43.76,58.74
2022,3,East,Partner,331,209.91,37802.6,43874.29,8.48,69480.21,-12196.68,-32.26,132.55
2022,3,West,Online,372,738.39,53548.95,58334.14,7.3,274681.08,162797.99,304.02,156.81
2022,3,West,Retail,667,1018.87,86511.95,61229.43,9.17,679586.29,531844.91,614.76,91.8
2022,3,North,Partner,332,755.55,96433.01,63506.3,6.66,250842.6,90903.29,94.27,191.28
2022,3,North,Online,795,510.31,74799.71,76057.1,6.88,405696.45,254839.64,340.7,95.67
2022,3,North,Retail,570,937.93,20228.14,44906.51,8.67,534620.1,469485.45,2320.95,78.78
2022,3,South,Partner,279,689.05,11622.61,31423.17,7.7,192244.95,149199.17,1283.7,112.63
2022,3,East,Retail,336,1005.1,66258.24,57998.19,9.06,337713.6,213457.17,322.16,172.61
2022,3,East,Online,969,1045.04,95156.82,75548.0,5.55,1012643.76,841938.94,884.79,77.96
2022,4,North,Retail,519,762.19,57579.09,64806.54,7.88,395576.61,273190.98,474.46,124.87
2022,4,South,Partner,187,595.26,59753.34,31250.52,7.43,111313.62,20309.76,33.99,167.12
2022,4,North,Partner,922,241.92,97521.53,49314.97,6.61,223050.24,76213.74,78.15,53.49
2022,4,West,Retail,657,335.46,78436.01,47692.27,7.89,220397.22,94268.94,120.19,72.59
2022,4,East,Online,856,882.19,33476.43,60467.24,7.02,755154.64,661210.97,1975.15,70.64
2022,4,South,Online,781,328.33,50096.6,40302.57,7.51,256425.73,166026.56,331.41,51.6
2022,4,South,Retail,992,408.83,50169.37,69830.22,6.26,405559.36,285559.77,569.19,70.39
2022,4,East,Retail,209,206.46,32709.05,53252.73,8.76,43150.14,-42811.64,-130.89,254.8
2022,4,East,Retail,365,371.83,90187.65,65897.58,7.37,135717.95,-20367.28,-22.58,180.54
2022,4,East,Partner,573,1175.78,50601.71,11434.57,8.36,673721.94,611685.66,1208.82,19.96
2022,4,West,Online,186,1083.68,51198.82,42805.26,6.21,201564.48,107560.4,210.08,230.14
2022,4,South,Retail,282,883.87,28538.94,26263.04,10.0,249251.34,194449.36,681.35,93.13
2022,4,North,Retail,971,426.98,37006.04,60361.31,9.31,414597.58,317230.23,857.24,62.16
